,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
0,Josquin Des Prés,Ave Maria,11,3.0,,,,,G3,P1,,0.06521739130434782,84.0,32.0,,
1,Josquin Des Prés,Ave Maria,15,3.0,,,,,G2,-P8,,0.09006211180124224,32.0,72.0,,
2,Josquin Des Prés,Ave Maria,24,3.0,Authentic,G,True,1.0,E3,-m3,P1,0.14596273291925466,72.0,38.0,,
3,Josquin Des Prés,Ave Maria,29,2.0,Clausula Vera,C,True,1.0,A2,-m7,-P5,0.17546583850931677,38.0,6.0,,
4,Josquin Des Prés,Ave Maria,30,1.0,Authentic,C,True,1.0,A2,-m7,-P5,0.18012422360248448,6.0,40.0,,
5,Josquin Des Prés,Ave Maria,35,1.0,Phrygian,E,False,1.0,E4,M6,-m3,0.2111801242236025,40.0,32.0,,
6,Josquin Des Prés,Ave Maria,39,1.0,Phrygian,E,False,1.0,E3,-m3,-m3,0.2360248447204969,32.0,112.0,,
7,Josquin Des Prés,Ave Maria,53,1.0,Authentic,C,False,1.0,C3,-P5,-P5,0.32298136645962733,112.0,56.0,,
8,Josquin Des Prés,Ave Maria,60,1.0,Authentic,C,False,1.0,C3,-P5,-P5,0.36645962732919257,56.0,40.0,,
9,Josquin Des Prés,Ave Maria,65,1.0,Clausula Vera,C,False,1.0,C3,-P5,-P5,0.39751552795031053,40.0,96.0,,
10,Josquin Des Prés,Ave Maria,77,1.0,Authentic,C,False,1.0,C3,-P5,-P5,0.4720496894409938,96.0,32.0,,
11,Josquin Des Prés,Ave Maria,81,1.0,Clausula Vera,G,False,1.0,C3,-P5,P1,0.4968944099378882,32.0,24.0,,
12,Josquin Des Prés,Ave Maria,84,1.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.515527950310559,24.0,24.0,,
13,Josquin Des Prés,Ave Maria,87,1.0,Phrygian,E,False,1.0,E4,M6,-m3,0.5341614906832298,24.0,48.0,,
14,Josquin Des Prés,Ave Maria,93,1.0,Clausula Vera,C,False,1.0,C3,-P5,-P5,0.5714285714285714,48.0,272.0,,
15,Josquin Des Prés,Ave Maria,119,1.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.782608695652174,272.0,64.0,,
16,Josquin Des Prés,Ave Maria,127,1.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.8322981366459627,64.0,232.0,,
17,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,11,1.0,Clausula Vera,A,False,0.0,A2,M2,M2,0.1282051282051282,80.0,8.0,,
18,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,12,1.0,Phrygian,B,False,1.0,G2,P1,M3,0.14102564102564102,8.0,96.0,,
19,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,24,1.0,Authentic,G,False,0.0,G2,P1,P1,0.2948717948717949,96.0,80.0,,
20,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,33,1.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.4230769230769231,80.0,36.0,,
21,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,37,3.0,,G,,,E4,M13,P1,0.4807692307692308,36.0,44.0,,
22,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,43,1.0,,C,,,C3,P4,-P5,0.5512820512820513,44.0,20.0,,
23,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,45,3.0,,C,,,C3,P4,-P5,0.5833333333333334,20.0,12.0,,
24,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,47,1.0,Authentic,C,False,1.0,C3,P4,-P5,0.6025641025641025,12.0,56.0,,
25,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,54,1.0,,,,,B2,M3,,0.6923076923076923,56.0,60.0,,
26,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,61,3.0,Authentic,C,False,1.0,C3,P4,-P5,0.7884615384615384,60.0,108.0,,
27,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,75,1.0,Clausula Vera,D,False,0.0,D3,P5,-P4,0.9615384615384616,108.0,8.0,,
28,Claudin de Sermisy,Missa Quare fremuerunt gentes: Kyrie,76,1.0,Authentic,G,False,1.0,G2,P1,P1,0.9743589743589743,8.0,32.0,,
29,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,12,1.0,Clausula Vera,A,False,0.0,A2,M2,M2,0.08333333333333333,88.0,96.0,,
30,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,24,1.0,Authentic,G,False,0.0,G2,P1,P1,0.17424242424242425,96.0,28.0,,
31,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,27,3.0,Clausula Vera,C,False,1.0,C4,P11,-P5,0.20075757575757575,28.0,32.0,,
32,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,31,3.0,Clausula Vera,G,False,0.0,G2,P1,P1,0.23106060606060605,32.0,8.0,,
33,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,32,3.0,Clausula Vera,G,False,0.0,G3,P8,P1,0.23863636363636365,8.0,32.0,,
34,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,36,3.0,Authentic,G,False,1.0,G3,P8,P1,0.2689393939393939,32.0,20.0,,
35,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,39,1.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.2878787878787879,20.0,128.0,,
36,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,54,1.0,Clausula Vera,D,False,0.0,D3,P5,-P4,0.4090909090909091,128.0,32.0,,
37,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,58,1.0,Clausula Vera,D,False,1.0,D3,P5,-P4,0.4393939393939394,32.0,68.0,,
38,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,66,3.0,Clausula Vera,C,False,1.0,C3,P4,-P5,0.5037878787878788,68.0,20.0,,
39,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,69,1.0,Clausula Vera,D,False,1.0,B2,M3,-P4,0.5227272727272727,20.0,48.0,,
40,Claudin de Sermisy,Missa Quare fremuerunt gentes: Gloria,75,1.0,Clausula Vera,G,False,1.0,G2,P1,P1,0.5681818181818182,48.0,24.0,,
